lemma	pos	def
σκύφος	noun	a cup or can, especially one used by peasants of wooden milk-vessels | (perhaps) a skull
σκώληξ	noun	worm
σκώπτω	verb	to mock, jeer, scoff at | (in good sense) to joke with, jest
σκώψ	noun	a small owl
σκᾶπος	noun	branch; name of a certain wind
σκῆπτρον	noun	staff (stick to lean on, used by lame or aged persons) | baton; sceptre; staff (especially as the badge of command) | (figurative) royalty; monarchical power; rule | (Septuagint) tribe
σκῆψις	noun	pretext, plea, excuse, pretence | plea in a lawcourt
σκῖρος	noun	A scrub, hard land overgrown with bushes | (oncology) A hardened swelling or tumour | An induration, a callus
σκῦλα	noun	(plural only) spoils; weapons stripped off a slain enemy | booty, plunder; prey
σκῦρος	noun	chippings of stone used as road metal
σκῦτος	noun	skin, hide, especially dressed or tanned | leather thong, whip
σκῶλος	noun	pointed stake | thorn, prickle
σκῶμμα	noun	jest, gibe, joke
σκῶρ	noun	dung; excrement; feces
σμάραγδος	noun	emerald
σμάω	verb	(transitive, often middle voice) to wash with soap
σμήχω	verb	to scrub; to wipe off by help of soap or unguent | to clear off by help of lotions or salves | to purge away | to soap a person, wash him with soap or unguent
σμίλη	noun	a tool for cutting or carving: knife, chisel
σμίλινος	adj	that acts like a scalpel
σμίνθος	noun	mouse, field mouse, vole
σμαράγδειος	adj	of or pertaining to emerald
σμαράγδινος	adj	of emerald | emerald green
σμαρίς	noun	picarel (Spicara smaris)
σμαραγέω	verb	to crash | to drone, roar, thunder
σμερδαλέον	adv	terribly, fearsomely
σμερδαλέος	adj	terrible to look upon | terrible to hear
σμερδνός	adj	terrible, dreadful
σμηκτικός	adj	(medicine) purgative, cleaning, detersive
σμηματοθήκη	noun	A box of unguents
σμιλάκινος	adj	made of holm oak wood
σμινύη	noun	two-pronged mattock
σμιρεύς	noun	measure of wine in Cyrenaica
σμυρναῖος	adj	of myrrh
σμύρις	noun	emery-powder, used by lapidaries
σμύρνα	noun	myrrh, the gum of Commiphora myrrha | Indian bdellium, false myrrh, the resin of Commiphora wightii
σμύρνινος	adj	made of myrrh | myrrh-colored
σμύρνιον	noun	Cretan alexanders (Smyrnium perfoliatum)
σμῆγμα	noun	soap | unguent
σμῆμα	noun	soap; a substance for cleaning and degreasing
σμῆνος	noun	beehive, skep | swarm of bees swarm in general, crowd
σμῖλαξ	noun	holm oak (Quercus ilex) | yew (Taxus baccata) | smilax (Smilax aspera) | bindweed (Convolvulus spp.) | cowpea (Vigna unguiculata)
σμῦρος	noun	kind of eel
σμῶδιξ	noun	weal, swollen bruise
σοέω	verb	synonym of σεύω (seúō)
σοβέω	verb	to scare away to drive away | to move quickly (passive voice, figurative) to be agitated, excited | (intransitive) walk pompously, strut, swagger
σοβαρός	adj	rushing, violent | swaggering, pompous, haughty | (of things) rousing, imposing, impressive
σολοικίζω	verb	to speak or write incorrectly, commit a solecism, solecize to be guilty of an absurdity | to behave boorishly, violate principles of etiquette
σολοικισμός	noun	solecism
σολῖνος	noun	kind of shoe
σομφός	adj	spongy, porous, full of tiny pores that allow fluids or gasses to pass through
σορωνίς	noun	Hesychius gives the definition as: ἐλάτη παλαιά (elátē palaiá, literally “old fir”).
σορός	noun	a vessel for holding human remains, specifically: urn for cremated remains | a vessel for holding human remains, specifically: coffin | a nickname for an old man or woman
σουδάριον	noun	towel, napkin
σοφία	noun	skill in a craft or art | sound judgment; good sense | wisdom; higher learning
σοφίζω	verb	to make wise, instruct (passive voice) to become wise, clever, skilled | to make wise, instruct (middle voice) to teach oneself, learn | (middle voice) to practice an art; to be subtle; to speculate (with accusative) to devise skillfully | (middle voice) to practice an art; to be subtle; to speculate (with accusative of person) to deceive
σοφισμός	noun	synonym of σόφισμα (sóphisma)
σοφιστής	noun	a master of one's craft | philosopher (one who is wise and prudent) | teacher; tutor | (slang, derogatory) cheat, swindler (one who makes a profit from false wisdom)
σοφιστεύω	verb	to play the sophist, argue as one | to practise the profession of sophist, give lectures
σοφιστικός	adj	of or for a sophist | like a sophist, sophistical
σοφόν τὸ σαφές	phrase	wise [is] the precise. Quotation from: Euripides, Orestes, 397 (translation@perseus by Coleridge)
σοφός	adj	clever, skillful, cunning, able | intelligent, wise, prudent
σούσινος	adj	of lilies
σοῦσον	noun	lily (plant of the genus Lilium)
σοῦχος	name	Egyptian name for a sacred crocodile seen as a living image of the god Sobek.
σπάδιξ	noun	(botany) branch torn off of a tree (especially a palm frond)
σπάδων	noun	eunuch
σπάθη	noun	any broad blade, of wood or metal a flat wooden blade used by ancient weavers in their upright loom for striking the woof home | any broad blade, of wood or metal a spaddle or spattle used for stirring, especially for medical purposes | any broad blade, of wood or metal an oar blade | any broad blade, of wood or metal the broad ribs | any broad blade, of wood or metal the shoulder blade | any broad blade, of wood or metal the broad blade of a sword | any broad blade, of wood or metal a scraper for currying horses | any broad blade, of wood or metal the stem of a palm-frond | any broad blade, of wood or metal the spathe of the flower of many plants, especially palms
σπάλαθρον	noun	oven rake
σπάλαξ	noun	Greater blind mole-rat, Spalax microphthalmus | meadow saffron, Colchicum parnassicum
σπάνιος	adj	rare, uncommon | scarce, scanty
σπάνις	noun	rarity, scarcity
σπάραγμα	noun	piece torn off, shred, fragment | tearing, rending
σπάργανον	noun	band for swathing infants | (in the plural) swaddling clothes | objects left with an exposed child, the marks by which a person's true birth and family are identified
σπάρος	noun	annular seabream (Diplodus annularis)
σπάρτινος	adj	made of esparto
σπάρτον	noun	rope, cable | measuring cord | thread | esparto (Stipa tenacissima)
σπάσις	noun	drawing up, traction | drawing in, suction
σπάταλος	adj	wanton; lascivious
σπάω	verb	to draw a sword | (of other things) to draw | (of violent actions) to pluck off or out | to tear, rend, especially of ravenous animals | to wrench, sprain, twist | to snatch, tear or drag away | (figuratively) to carry away, draw aside | to cause convulsion or spasm | to draw in, suck in, involve | to draw tight, pull the reins | to derive
σπέλεθος	noun	dung, ordure, manure
σπένδω	verb	to libate
σπέος	noun	(Epic) cave, cavern, grotto
σπέρμα	noun	(botany) seed | semen, sperm | seed-time, sowing | (figuratively) germ, origin of anything | race, origin, descent | (poetic) seed, offspring
σπέρχω	verb	to set in rapid motion, haste, hurry | (figuratively) to be hasty of temper
σπήλαιον	noun	grotto, cave, cavern | den, lair
σπίδιος	adj	extensive, wide
σπίζα	noun	chaffinch (Fringilla coelebs)
σπίζω	verb	to pipe, chirp, squeak (of small birds, to produce a shrill note)
σπίζω	verb	to extend
σπίλος	noun	rock, reef, cliff
σπίλος	noun	spot, fleck, blemish, stain
σπίνδαλος	noun	An Indian bird resembling the francolin, perhaps Ortygornis pondicerianus (syn. Francolinus pondicerianus, grey francolin)
σπίνος	noun	chaffinch (Fringilla coelebs) | kind of stone, which blazes when water touches it
σπαδονίζω	verb	to castrate, emasculate | to make flaccid
σπαδονισμός	noun	a castration | a weakening
σπαδόνισμα	noun	a flaccidity
σπαθίς	noun	garment of closely-woven cloth
σπαθηφόρος	noun	blade-bearer, a police officer at Alexandria
σπαλίων	noun	wicker roof used to shelter soldiers
σπανίζω	verb	to be rare, scarce, scanty (of things) | (active voice or passive voice) to lack or be in want of [with genitive] (of persons)
σπανίως	adv	rarely, seldom
σπανός	adj	(Koine) rare, sparse | (Byzantine) beardless
σπαραβάραι	noun	Hesychius gives the definition as: γερροφόροι (gerrhophóroi, “troops that used wicker shields”).
σπαργάνιον	noun	bur-reed (Sparganium erectum)
σπαρνός	adj	(poetic, rare) sparse, rare, scarce
σπασμός	noun	synonym of σπάσμα (spásma, “sprain, spasm”)
σπαστικός	adj	drawing in, absorbing
σπατάγγης	noun	kind of sea urchin
σπατάλη	noun	lewdness; wantonness; luxury' riot | a trinket of luxury: anklets, bracelets, etc.
σπατίλη	noun	thin excrement, as in diarrhea | parings of leather
σπαταλάω	verb	to live softly or in excessive comfort or indulgence | to live lewdly, lavishly or lasciviously | to run riot
σπείρω	verb	to sow
σπειραία	noun	privet (Ligustrum vulgare)
σπερμολόγος	adj	(of birds) picking up seeds | (figuratively) picking up scraps, gossiping
σπερμολόγος	noun	rook (Corvus frugilegus) | (figuratively) guttersnipe, street urchin | (figuratively) idle blabber, gossiper
σπευστικός	adj	hasty, expeditious
σπεύδω	verb	(transitive) to set going, urge on, hasten | (transitive) to procure quickly, get ready | (transitive) to seek eagerly, strive after | (intransitive) to press on, hasten (with infinitive) to be eager to | (intransitive) to press on, hasten to be troubled in mind
σπεῖρα	noun	anything twisted or wound (in the plural) coils or spires of snakes | anything twisted or wound rope, cord | anything twisted or wound knot or curl in wood | anything twisted or wound (architecture) torus of a column
σπεῖρον	noun	a wrapping cloth | a burial shroud | a sailcloth
σπεῦδε βραδέως	proverb	make haste slowly; hasten slowly: an oxymoron equivalent to more haste, less speed
σπιδνός	adj	dense, solid, holding together, fastened
σπιθαμή	noun	span, also as a fixed measure
σπινθήρ	noun	spark
σπινθαρίς	noun	spark
σπινός	adj	meager, lean
σπλάγχνον	noun	(chiefly in the plural) bowels, guts, inward part, internal organ | (figuratively) seat of feelings, heart
σπλήν	noun	milt, spleen
σπληνίον	noun	pad or compress of linen laid on a wound
σπογγίον	noun	small sponge
σπογγιά	noun	sponge (marine animal)
σποδιά	noun	heap of ashes
σποδιάς	noun	bullace (Prunus domestica subsp. insititia)
σποδός	noun	wood ashes, ember | dust | oxide on certain metals | lava
σπολάς	noun	leather garment; jerkin
σπολεύς	noun	A kind of loaf
σπονδή	noun	libation, drink-offering (to the gods; one offered to the dead or chthonic spirits is χοή (khoḗ)) | (in the plural) treaty, truce
σπονδεῖος	adj	used at a libation | (nominalized, masculine, poetry) spondee (metrical foot consisting of two heavy syllables)
σπορά	noun	seed
σποράδην	adv	in a scattered manner, here and there
σποράς	adj	(chiefly in the plural) scattered, dispersed
σποραδικός	adj	scattered
σποργίλος	noun	bird mentioned by Aristophanes, probably the house sparrow (Passer domesticus)
σπουδάζω	verb	to hurry, hurry up, come quickly | to strive, make an effort, eager
σπουδή	noun	haste, speed
σπουδαῖος	adj	earnest, serious | diligent, active, zealous | good, relating to moral character and importance
σπυρίς	noun	A large basket, a creel used for transport money | (then) a basket to expend provisions (after Latin sportula)
